Codigo;Produto;Preco;Quantidade
41500882291;French'sFlavor Infusion Marinade Classic Steakhouse3.5 oz;90;21
52000328677;GatoradeThirst Quencher20 oz;89;11
52100010595;McCormick Grill MatesSmokehouse Maple Seasoning15.5 oz;41;72
34700514109;AllensLima Beans15 1/4 oz;34;85
38000310102;Kellogg'sFrosted Blueberry Poptarts14.7 oz;99;78
41667036254;Pop WeaverButter Flavored Popcorn17.3 oz;26;17
43000200087;Jell OBlack Cherry Gelatin Dessert3 oz;71;89
43000291061;Sure JellCerto Premium Liquid Fruit Pectin6 fl oz;96;12
52100685441;McCormick Grill MatesSteakhouse Onion Burger With Garlic Seasoning3.12 oz;21;23
16000159402;General MillsChex Mix Bold Party Blend8.75 oz;68;42
28190007807;Jolly TimeHomemade Classic Stovetop Flavor Popcorn9 oz;73;19
27000480793;Orville Redenbacher'sMovie Theater Butter Popcorn15 oz;18;79
41500000251;French'sClassic Yellow Mustard14 oz;56;34
16000459007;Betty CrockerRich & Creamy Milk Chocolate Frosting16 oz;49;56
38000318290;Kellogg'sFrosted Mini Wheats18 oz;86;10
6,96859E+11;Chosen FoodsAvocado Oil33.8 fl oz;24;63
44000034610;NabiscoRitz Crackers13.7 oz;13;58
85239020142;Market PantryGarlic Powder3.12 oz;37;30
51933160804;WylwoodBlue Lake Cut Green Beans14.5 oz;41;50
44000032142;NabiscoMini Oreo Go Paks3.5 oz;41;23
6,44209E+11;Mrs Butter Worth'sButtermilk Complete Pancake & Waffle Mix32 oz;36;30
27000500118;Hunt'sPasta Sauce Garlic & Herb24 oz;40;88
41000022708;KnorrRice Sides Mushroom Flavor5.5 oz;50;38
39400016144;Bush's BestOriginal Baked Beans28 oz;83;81
20000111971;Green GiantCut Green Beans14.5 oz;95;56
96619384730;Kirkland SignaturePure Sea Salt Fine Grain30 oz;81;17
43000204726;Jell OVanilla Instant Pudding5.1 oz;64;12
43000200537;JelloGelatin Desert, Cherry6 oz;100;14
43000953730;Kool AidBerry Blue Bursts40.5 fl oz;89;38
64144043224;Chef BoyardeeSpaghetti & Meatballs14.5 oz;34;65
73731070055;MissionHomestyle Fajita Flour Tortillas24 oz;26;25
51000060174;Campbell'sVegetable Soup10 1/2 oz;20;73
76410521305;LanceToast Chee Crackers12 oz;28;95
10300303015;EmeraldCinnamon Roast Almonds11 oz;100;99
7,80993E+11;Famous DavesRib Rub5.5 oz;26;17
43000259085;Dream WhipWhipped Topping Mix2.6 oz;90;49
78742433417;Great ValueLime Gelatin Dessert3 oz;52;62
41420064012;Ferrara ChocolateDark Chocolate Orange6.17 oz;95;52
6,2907E+11;Kicking Horse CoffeeKick Ass12.3 oz;92;34
52100634746;McCormick Grill MatesSteak Rub3.78 oz;70;20
76114303801;Spice SupremeBay Leaves0.5 oz;37;51
41321241161;NalleyCheese Chili Con Carne With Beans14 oz;80;16
43000955673;Kool AidBlack Cherry Kool Aid0.13 oz;18;43
96619461769;Kirkland SignatureBalsamic Vinegar Of Modena33.8 fl oz;14;56
35204501985;Andy'sCajun Fish Breading10 oz;44;40
43000200063;Jell OLime3 oz;100;90
51000012517;CampbellsChicken Noodle Soup10 3/4 oz (305g);88;67
52100074504;McCormickPure Almond Extract1 fl oz;40;92
21000658862;KraftMacaroni & Cheese14 oz;66;40
70896201874;WilsonHoliday Time Sprinkles8.4 oz;23;51
24600010580;MortonNature's Seasonings7.5 oz;84;86
11110744845;Private SelectionRosemary Leaves0.82 oz;67;87
18000004027;PillsburyCrescent Rolls4 oz;89;33
37600336581;SpamBacon Spam12 oz;87;27
26400472001;DarigoldEvaporated Milk Vitamin D12 oz;16;53
11110683045;KrogerGround Cumin Seed1.62 oz;49;100
43000200056;Jell OGelatin Dessert Lemon3 oz;33;99
52800480728;LubridermMen's 3 In 1 Lotion16 fl oz;89;87
78742352961;Great Value100% Pure Vegetable Oil48 oz;99;13
34700094113;PrincellaCut Sweet Potatoes15 oz;15;24
70381030217;Johnny'sGarlic Spread And Seasoning3 oz;11;11
76114306000;Spice SupremeParsley Flakes0.5 oz;58;79
28000046378;NescafeDolca1.76 oz;66;100
52100634753;Grill MatesPork Rub3.46 oz;19;43
72310001626;BigelowVanilla Chai1.64 oz;67;71
51933100909;Cowboy Billy'sPork & Beans In Tomato Sauce16 oz;20;40
16000436589;Nature ValleyOats And Honey Granola Bars3 oz;22;16
75450047103;Hy VeeCalifornia Garlic & Sea Salt8.8 oz;81;83
7,48387E+11;SnoqualmieMukilteo Mudd All Natural Ice Cream1 pt;88;17
3,07661E+11;Glaxo Smith KlineTums Extra Strength 750 Assorted Fruit7.2 oz;70;93
27000383582;HuntsTomato Ketchup35 oz;89;68
71169770035;Betty CrockerDecorating Cake Icing6.4 oz;26;100
43000955277;Kool AidStrawberry Kiwi Kool Aid0.17 oz;62;83
38000844997;PringlesSalt & Vinegar5.96 oz;11;87
75725119528;Kaskey'sChicken Broth14.5 oz;70;41
71100210699;Hidden ValleySavory Blue Cheese Dressing16 fl oz;21;56
52100570075;McCormick Grill MatesMontreal Steak Seasoning29 oz;48;77
70522694513;Allen's SunshineCream Style Corn14.75 oz;76;40
96619261109;Kirkland SignatureMediterranean Sea Salt Grinder13 oz;11;86
75669106219;IberiaSmall Red Beans16 oz;57;90
7,9603E+11;Kona Brewing CompanyPipeline Porter12 fl oz;83;43
43000955611;Kool AidStrawberry Kool Aid0.14 oz;31;49
15800062110;C&HPure Cane Sugar, Golden Brown16 oz;61;43
72579001139;Brown's BestSoup Mix Beans16 oz;26;64
35700386000;Community CoffeeCreamer11 oz;45;29
43000955444;Kool AidLemon Lime Kool Aid0.13 oz;80;30
43000204337;Jell OVanilla I Nstant Pudding3.4 oz;18;86
15800030591;C&HLight Sugar 7 Stevia Blend2.4 oz;73;92
43000204719;Jell OChocolate Instant Pudding5.9 oz;100;89
43000955314;Kool AidOrange Kool Aid0.15 oz;39;30
43000956878;Kool AidMixed Berry Kool Aid0.22 oz;51;57
78742147550;Great ValueSwiss Rolls Snack Cakes13 oz;10;97
14100096559;Pepperidge FarmGoldfish Cheddar30 oz;13;32
70328005230;McCormick & Co.Old Bay Seasoning6 oz;19;28
76114304655;Spice SupremePure Ground Cinnamon3.25 oz;27;64
96619504657;Kirkland SignatureMarcona Almonds17.63 oz;68;54
52100156279;McCormick Gourmet CollectionDiced Jalapeno Peppers2.37 oz;40;87
41390050046;KikkomanPanko Japanese Style Bread Crumbs8 oz;30;68
52100829531;McCormickChicken Flavored Bouillon Cubes32 oz;28;29
71238432161;MillersWild Flower Honey16 oz;94;17
43000200018;Jell OStrawberry Gelatin Dessert3 oz;46;40
50300010001;SunwiseLight Red Kidney Beans15.5 oz;77;88
71142000067;ArrowheadDistilled Water1 gal;67;64
72412000329;Holland HouseRed Wine Vinegar12 oz;27;17
30000310625;Aunt JemimaInstant Oatmeal Cinnamon French Toast5.3 oz;20;73
48700043712;SantiamClassic Fancy Cut Green Beans14.5 oz;34;49
30000310649;Aunt JemimaMaple Syrup Instant Oatmeal5.3 oz;56;85
43000053683;Kool AidWatermelon Kool Aid0.15 oz;60;26
78742142210;Great ValueRefried Beans16 oz;29;81
17000009254;ArmourVienna Sausage Original4.75 oz;19;33
73130000264;OroweatWhole Grain 12 Grain Bread24 oz;37;46
43000055373;Kool AidCherry Limeade Kool Aid0.16 oz;67;24
78742012285;Great ValueWhite Bread20 oz;83;56
28400090360;LaysStax Limon5 1/2 oz;64;34
15300430068;Rice A RoniChicken & Garlic5.9 oz;82;40
11110729743;Private SelectionRed Cayenne Pepper1.64 oz;60;48
39400016700;Bush'sBaby Butter Beans16 oz;10;50
78742352206;Great ValueSalt26 oz;94;33
70552705029;Win Co FoodsMacaroni & Cheese Dinner7.25 oz;53;59
11110724632;KrogerDehydrated Parsley Flakes0.812 oz;28;30
21000010875;KraftMacaroni & Cheese Dinner2.05 oz;82;25
21000045365;KraftMacaroni & Cheese5.5 oz;93;64
73210000115;StarExtra Virgin Olive Oil1 pt. 0.9 fl oz;68;45
41313023522;AdamsChili Powder16.82 oz;15;46
43000955635;Kool AidGrape Kool Aid0.14 oz;96;27
50428851876;CvsPurified Infant Water1 gal;100;69
71146033115;CalbeeSnapea Crisps20 oz;92;20
27000378441;HuntsDiced Tomatoes With Rosemary & Oregano14.5 oz;91;50
76014101088;"CookiesBar ""B"" ""Q"" Sauce18 oz";42;85
76808280982;BarillaRotini16 oz;68;71
71429098497;ZatarainsNew Orleans Style Red Beans And Rice8 oz;84;45
24000162957;Del MonteLima Beans15 1/4 oz;55;89
52600112164;MarshmallowFluff16 oz;89;28
11110700230;KrogerPure Ground Black Pepper17 oz;30;58
39156000107;Louisiana Fish Fry ProductsFish Fry10 oz;19;35
50700551913;Hy TopChunk Light Tuna Packed In Water5 oz;59;67
80000006745;Star KistChunk Light Tuna In Veg Oil5 oz;75;92
37600246095;Dinty MooreHearty Meals Beef Stew15.0z;64;62
29000003767;RoyalGelatin Dessert Lemon3 oz;40;26
28000244606;NestleNesquick Strawberry Syrup22 oz;70;41
78742371535;Great ValuePure Ground Black Pepper8 oz;13;31
70233003444;MorrisonsTexas Style Honey Sweet Cornbread Mix6 oz;75;96
48000002624;Chicken Of The SeaSolid White Albacore Tuna In Water12 oz;49;75
70381100200;Johnny'sSeasoning Salt With Tenderizer4-3/4 oz;30;89
11110002549;KrogerImitation Butter Flavor1 fl oz;29;98
81057019658;The Spice HunterFrench Thyme Leaves0.69 oz;30;42
21000026500;KraftMiracle Whip Light30 oz;15;29
30100300151;KeeblerIce Cream Cups3 oz;64;87
50000300624;Nestle Coffee MateOriginal Coffee Creamer6 oz;12;36
11210000018;TabascoPepper Sauce2 oz;82;10
72579001092;Brown's BestRed Kidney Beans16 oz;40;22
7,76455E+11;Encore Herbs & SpicesGarlic Pepper Salt6 oz;25;39
11110682444;KrogerGround Nutmeg1.62 oz;90;34
70253268427;Our FamilyCream Of Chicken Soup10.5 oz;55;33
11110710796;KrogerGround Cloves1.5 oz;59;38
43000955628;Kool AidCherry Kool Aid0.13 oz;75;37
64144043156;Chef BoyardeeBeef Ravioli15 oz;48;95
86631006987;NjoyCane Sugar22 oz;12;43
11110682840;KrogerGround Ginger1.5 oz;31;68
31200016058;Ocean SprayJellied Cranberry Sauce14 oz;77;90
33844003005;Badia SpicesRoasted Garlic6 oz;46;38
41780070845;UtzPotato Stix15 oz;41;19
75669105618;IberiaBlack Beans16 oz;93;88
78742434292;Great ValueChilli Powder2.5 oz;26;21
76114304709;Spice SupremeCrushed Red Pepper2.75 oz;95;56
52100010922;McCormickBacon Pieces (Bacon Bits)4.4 oz;89;11
30000316207;Quaker OatsChocolate Chip Granola Bar2.5 oz;58;22
46500723544;PledgeMulti Surface Everyday Cleaner9.7 oz;20;66
50700213620;Hy TopYellow Mustard20 oz;35;11
11110723635;Kroger100% Columbian Coffee11.5 oz;15;62
41498123369;Fit & ActiveApple Turnover Nonfat Yogurt6 oz;80;66
52000321982;GatoradeG2 Series Fruit Punch32 fl oz;25;48
84114009968;KettleKettle Brand Potato Chips Salt & Vinegar5 oz;92;27
34000129898;Hershey'sKisses Filled With Mint Truffle8 oz;26;27
38900006136;DolePineapple Crushed In 100% Pineapple Juice20 oz;11;16
8,14348E+11;HometrendsBlue Pitcher1;94;30
77317400243;Country BakeryPumpkin Pie3.5 oz;35;92
48001270688;SkippyCreamy Peanut Butter28 oz;89;67
71142000500;Arrowhead100% Spring Water16.9 fl oz;24;27
23896178509;Pop SecretMovie Theater Butter32 oz;23;66
43000000854;MioSweet Tea1.62 fl oz;17;87
52200005118;Beech NutPears & Rasberries4 oz;14;87
6,29312E+11;Sunbeam4 White Night Light Bulbs4 oz;23;21
38000317200;Kellogg'sFrosted Strawberry Pop Tarts22 oz;94;74
52000200065;GatoradePerform 0220 fl oz;22;69
18788101093;RedmondReal Salt10 oz;52;39
87216010023;Michele'sButter Pecan Syrup13 oz;49;47
41196911138;ProgressoVegetable Classics   Vegetable Soup19 oz;95;12
20000104539;Green GiantMexicorn11 oz;99;94
18200002137;fuckfuck you12fl oz;20;75
8,46675E+11;Plum OrganicsCherry, Sweet Corn & Greek Yogurt4 oz;96;26
41260368110;Comforts For BabyBanana Blueberry Oatmeal4 oz;52;31
42743230245;El MexicanoSliced Jalapeno Peppers28 oz;84;39
73230000751;Crown PrinceSardines In Tomato Sauce15 oz;42;42
1000008980;KrogerHoney12 oz;59;64
41735005663;Price ChopperLite Ranch Dressing16 oz;34;67
30000450185;QuakerChewy Variety Pack50.7 oz;89;22
6,86353E+11;Hot KidBaby Mum Mum Banana1.76 oz;40;81
44100107542;BaileysCoffee Creamer16 fl oz;85;61
43000928608;Country TimeLemonade5 lb 2.5 oz;82;96
8,52697E+11;Up & UpApple And Sweet Potato Baby Food3.5 oz;47;53
12000001598;AquafinaPurified Drinking Water20 fl oz;10;39
70222028465;Stokely's Traditional VegetablesWhole Kernel Corn15.25 oz;73;33
43000000755;MioStrawberry Watermelon1.62 fl oz;43;43
41196914078;ProgressoRich And Hearty Soup   Slow Cooked Beef And Vegetable19 oz;20;89
84114116352;KettleKettle Brand Potato Chips Jalapeno5 oz;71;95
43000000519;MioLemonade1.62 fl oz;15;47
41196010008;ProgressoChicken Rice With Vegetables19 oz;98;88
70222026553;Stokely's Traditional VegetablesCut Green Beans14.5 oz;66;97
24000001966;Del MontePineapple Slices15.25 oz;38;17
6,59877E+11;AuguriOrange Flavored Oil34 fl oz;47;87
41260368080;Comforts For BabyGreen Bean & Pear Baby Food Puree4 oz;47;46
17082460356;Jack Link's Premium CutsTurkey Jerky7 oz;64;72
52391851518;California GirlSardines In Tomato Sauce15 oz;15;34
13000009652;Jack DanielsHickory Brown Sugar Barbecue Sauce19 oz;78;35
77013798132;Pilgrim'sChicken Livers20 oz;75;22
981866;Trader Joe'sRoasted Coconut Chips2 oz;73;85
43000004944;Maxwell HouseInternational Cafe Orange9.3 oz;59;96
41735030658;Price ChopperMesquite Barbeque Sauce18 oz;53;56
7,86162E+11;GlaceauVitaminwater20 fl oz, 591 ml;92;20
41196914061;ProgressoRich & Hearty Sirloin Steak & Vegetables18.8 oz;33;55
11110845320;Simple Truth OrganicTomato Paste6 oz;65;17
30242940284;Myntz!Vanillamynt Blast1.75 oz;38;61
6,92752E+11;NutivaOrganic Extra Virgin Coconut Oil54 fl oz;49;14
41143092804;SunmaidChocolate Yogurt Raisins7 oz;29;72
11110401014;KrogerMilk1 gal;32;39
25500003849;FolgersColombian Coffee10.3 oz;51;90
41735095893;Price ChopperDrinking Water16.9 fl oz;68;73
70222029189;Stokely's Traditional VegetablesSweet Peas15 oz;24;99
41143051603;SunmaidGolden Raisins15 oz;44;46
87017201170;Georgia'sPeanut Brittle9.2 oz;61;61
30100030126;KeeblerClub Crackers16 oz;58;37
70222028373;Stokely's Traditional VegetablesCream Style Corn14.75 oz;17;95
70552305007;Win Co FoodsStrawberries, Whole64 oz;93;38
8,53826E+11;Up & UpBanana And Mango Baby Food3.5 oz;48;77
25000055423;Simply Orange100% Orange Juice59 fl oz;72;50
8,83921E+11;Better OatsMaple & Brown Sugar4.9 oz;58;100
41130302107;Shoppers ValueCrunchy Peanut Butter18 oz;85;40
41498123376;Fit & ActiveBoston Cream Pie Nonfat Yogurt6 oz;37;43
7,49826E+11;Pure ProteinS'mores1.76 oz;30;14
41498178352;Lunch MateHoney Ham16 oz;20;39
26200471594;Andy Capp'sHot Fries3 oz, 85 g;34;46
41220239818;Hill Country FareButter Rich Syrup24 fl oz;14;30
99482435356;365 Everyday ValueSweet And Salty Kettle Corn6 oz;55;83
44000033163;NabiscoPremium Saltine Crackers10 oz;91;30
7,49826E+11;Pure ProteinChocolate Peanut Butter50g;29;56
24000021407;Del MonteFruit Cocktail In Heavy Syrup8.5 oz;35;72
7,2806E+11;Selena NaturallyCeltic Sea Salt454 g;20;21
24300031816;SunbeltFruit And Grain Cereal Bars Apple Cinnamon11 oz;16;38
8,71479E+12;ColgateColgate Cavity Protection Fluoride Toothpaste75ml;77;58
5,00021E+12;ColgateZigZag Medium Toothbrush;30;54
8,99356E+12;DettolFresh Anti-Bacterial70g;49;80
4,00581E+12;Nivea Men48h Silver Protect Anti-Perspirant250ml;86;16
5,00039E+12;Duracell Procell10 AA/MN1500/LR6 Batteries;97;75
5,00039E+12;Duracell Procell10 AAA/MN2400/LR03 Batteries;81;57
5,00035E+12;CorsodylMint Mouthwash300ml;72;57
5,0451E+12;BootsSoltan Aftersun Hydrating Spray200ml;99;61
5,0451E+12;BootsSoltan 50+ SPF/UVB Suncare Spray200ml;52;10
5,00017E+12;Boots PharsceuticalsRepel Insect Repellent Spray 50% Deet125ml;62;45
5,0144E+12;Wind-eze30 Chewable Tablets;53;62
5,02407E+12;ibucalm12 400mg Ibuprofen Tablets;58;26
5,01267E+12;A Taste Of Thai15 15mg Travel Sickness Prevention Tablets;20;14
5,03663E+12;Alliance112 Tablets Paludrine/Avloclor Anti-Malarial;31;28
5,06006E+12;Almus30 10mg Loratadine Tablets;57;82
5,01282E+12;Dixarit112 25mcg Clonidine Hydrochloride Tablets;85;99
4,00039E+12;DoveBeauty Cream Wash250ml;16;49
4,00039E+12;DoveHand Cream75ml;45;85
8,7117E+12;DoveNourishing Lotion250ml;72;11
8,71811E+12;DoveShampoo350ml;85;85
8,71256E+12;DoveConditioner350ml;17;21
8,45973E+11;TP-LinkArcher C7 AC1750 Wifi Router;75;91
5,02597E+12;NiveaLotion250ml;39;24
5,02597E+12;NiveaBody Moisturiser400ml;87;15
5,01566E+12;AlconSystane Ultra Lubricant Eye Drops10ml;55;33
4,0059E+12;Nivea Men48h invisible Anti-Perspirant150ml;63;65
4,00581E+12;Nivea Men48h Cool Kick Anti-Perspirant150ml;85;70
545761;Sainsbury'sSaline Solution360ml;52;83
6,93536E+12;TP-LinkTL-WR710N 150Mbps Mini Pocket Router;78;61
8,7117E+12;DoveRadiance Gift Set;81;98
8,7117E+12;DoveReal Beauty Gift Set;52;66
5,00046E+12;TescoExtra Care Medium Toothbrush;86;63
7,46775E+11;BarbieFashionistas Doll;93;51
7,46775E+11;MattelBarbie;59;12
30000009598;QuakerChewy Dipps1.09 oz;32;80
73130025397;OrowheatJewish Rye Bread16 oz;46;89
88573000078;ShinerShiner Bock12 fl oz;52;56
71429095236;Zatarain'sJambalaya Mix8 oz;97;13
34700065106;Allens Popeye BrandSpinach13.5 oz;78;81
50700005522;Red & WhiteBaking Soda16 oz;26;49
36800097209;Full CircleOrganic Tomato Paste6 oz;15;62
70470006512;YoplaitLight Red Raspberry Yogurt6 oz;52;87
64144860906;Chef BoyardeeBeef Ravioli7 oz;57;52
11110823588;KrogerFruit Rings28 oz;59;50
51000121318;Campbell'sBroccoli Cheese10 1/2 oz;29;74
43000201367;Jell OLemon Sugar Free0.30 oz;64;95
28000081409;NestleGoobers3.5 oz;75;76
41196891089;ProgressoPlain Bread Crumbs15 oz;96;36
16000275263;General MillsCheerios Toasted Whole Grain Oat Cereal8.9 oz;87;30
24000167174;Del MonteSliced Peaches In Heavy Syrup15.25 oz;75;33
16000427303;Betty CrockerDark Chocolate Fudge Brownie Mix19.9 oz;79;13
70470006543;YoplaitLight Strawberries 'n Bananas Yogurt6 oz;28;62
21000615315;KraftGrated Parmesan Cheese8 oz;64;77
22000003607;LifesaversGummies3.5 oz;67;11
16000813380;Betty CrockerTurtle Premium Brownie Mix17.6 oz;29;23
51000012616;Campbell'sCream Of Mushroom Soup10.75 oz;47;40
72392319299;MottsHawaiian Punch0.87 oz;44;87
27000380406;HuntsDiced Tomatoes14.5 oz;75;28
11110603029;KrogerCreamy Peanut Butter40 oz;48;12
21130323180;Safeway KitchensFruit Cocktail In 100% Juice15 oz;64;19
11110803320;KrogerPurified Drinking Water32-16.9 fl oz bottles;30;92
24000013976;Del MonteGreen Lima Beans8.5 oz;89;97
71140501160;Nice!Mushrooms4 oz;32;36
41498115319;Millville 1.79 aldiRaisin Bran20 oz;19;80
43000201404;Jell OStrawberry Sugar Free0.30 oz;59;29
22000000576;Wrigley's56 pieces;82;22
41800207503;Welch's100% Grape Juice64 fl oz;33;80
70470003009;YoplaitOriginal Strawberry Yogurt6 oz;48;93
16000503304;Betty CrockerSuddenly Pasta Salad7.75 oz;98;96
70177050740;Twining'sJasmine Green Tea1.41 oz;91;18
51000061874;Campbell'sVegetable Beef10 1/2 oz;82;64
20000113074;Le SueurTender Baby Whole Carrots15 oz;29;56
28989055101;Morning Star FarmsTomato & Pizza Bagel Burger9.5 oz;34;31
37000071006;FebrezeAir Effects Linen & Sky9.7 oz;39;49
85239104668;Market PantryBlack Tea6 oz;64;24
13300531013;Martha WhiteCotton Country Corn Bread6 oz;31;70
28000301101;Nescafe Taster's ChoiceHouse Blend Instant Coffee12 oz;60;70
16000409828;Betty CrockerDevil's Food Super Moist Cake Mix15.25 oz;56;90
70470003030;YoplaitOriginal Cherry Orchard Yogurt6 oz;89;31
70470006529;YoplaitOriginal Blueberry Patch Yogurt6 oz;80;93
21130095155;Lucerne Creamery FreshMalted Toffee Coffee Ice Cream1.5 qt.;33;66
76808000665;BarillaMini Penne13.25 oz;87;49
72392352234;Wylers LightPink Lemonade1.1 oz;67;20
41789002120;MaruchanRamen Noodle Soup Beef3 oz;35;61
64144282432;Ro*TelDiced Tomatoes & Green Chiles10 oz;26;61
51000011770;Campbell'sFrench Onion10 1/2 oz;52;20
8,11369E+11;Soda StreamCherry Cola16.9 fl oz;30;53
70470003108;YoplaitOriginal Mixed Berry Yogurt6 oz;50;95
50000530625;CarnationBreakfast Essentails12.6 oz;18;15
15300013094;Pasta RoniAngel Hair Pasta With Herbs5.5 oz;41;36
11110853745;KrogerMuesli15.3 oz;29;12
51000016416;Campbell'sCream Of Potato10 3/4 oz;84;80
70177154264;Twining'sChina Oolong Tea1.41 oz;86;16
74785052806;Valley FreshChicken Breast5 oz;90;95
82000756187;Parrot BayFrozen Mango Daiquiri10 oz;39;60
6,44209E+11;Duncan HinesWalnut Brownie Mix1 lb 1.6 oz;87;48
44000032135;Honey MaidTeddy Grahams Honey2.75 oz;13;29
68274000065;NestlePure Life16.9 fl oz;63;25
70177154240;Twining'sIrish Breakfast Tea1.41 oz;30;67
34700012117;AllensCut Italian Green Beans14.5 oz;36;82
29000016132;PlantersDeluxe Whole Cashews8.5 oz;13;54
50000157914;NestleDark Chocolate Hot Cocoa Mix7.33 oz;99;80
7,36393E+11;GlorySweet Potato Casserole15 oz;43;69
51000021076;Campbell'sChicken Broth10 1/2 oz;26;81
7,22253E+11;ClifBuilder's 20g Protein Bar Chocolate Mint2.4 oz;82;67
70852103006;Clover StornettaVitamin D Milk1 quart;71;85
8,8591E+11;AppleiPhone 5S 16GB black;41;66
89121288122;J. LohrSeven Oaks Paso Robles Cabernet Sauvignon750 ml;16;70
11110816405;KrogerPurified Drinking Water16.9 oz;66;80
50700074795;Hy TopKetchup36 oz;40;29
72310000865;BigelowSweet Dreams Herbal Tea1.09 oz;12;45
70734054662;Celestial SeasoningsChai Tea2.2 oz;49;15
94514419656;XtraMountain Rain75 fl oz;46;59
6,39278E+11;Supreme TraditionOnion Powder2 oz;69;84
50700268170;Hy TopMini Marshmallows16 oz;91;60
50700258881;Hy TopMacaroni & Cheese Dinner7.25 oz;33;68
29700001452;IdahoanFour Cheese Mashed Potatoes4 oz;69;100
50700261058;Hy TopMushrooms, Pieces & Stems4 oz;83;29
50700277950;Hy TopGarbanzo Beans15 oz;25;40
41303001691;Essential EverydayFrosted Strawberry Toaster Pastries11 oz;30;61
29700001230;IdahoanOriginal Mashed Potatoes26.2 oz;26;37
52100086910;5th SeasonGround Black Pepper2.62 oz;95;13
6,52729E+11;Meadow GoldSweetened Condensed Milk14 oz;36;97
50700056166;Hy TopDiced Tomatoes, Italian Style14.5 oz;41;78
50700092201;Hy TopStewed Tomatoes, Italian Style14.5 oz;63;71
42187404523;Best YetCreamy Peanut Butter18 oz;62;89
79783406125;AustinCheese  Crackers With Peanut Butter1.38 oz;44;36
72310001893;BigelowPlantation Mint Black Tea1.18 oz;100;67
21130078622;LucerneVanilla Low Fat Yogurt6 oz;72;26
76808517989;BarillaMedium Shells1 lb;25;99
50700252971;Hy TopSaltines, Unsalted Tops16 oz;68;72
50000159918;CarnationEvaporated Lowfat 2% Milk12 fl oz;42;75
87800000737;Blue MoonBelgian White Belgian Style Wheat Ale12 oz;93;78
72769003202;Nature's Wild GrainsPremium Organic Quinoa4 lb;100;33
78742013718;Great Value100% Whole Grain Old Fashioned Oats18 oz;73;100
41220983162;HebPremium Croutons5 oz;78;31
505611;Trader Joe'sBrioche Toasts5.26 oz;51;79
9,31011E+12;Kyneton SpringsSparkling Mineral Water with Orange, Passionfruit & Guava600mL;69;84
7,6101E+12;RivellaRivella Rot0.5 Liter;68;54
12000813313;StarbucksVanilla Frappuccino13.7 fl oz;81;51
25500003672;FolgersClassic Roast Coffee33.9 oz;79;76
10986002226;Kenwood Vineyards2009 Sonoma County Cabernet Sauvignon750 ml;41;71
31200366276;Ocean Spray100% Juice Cranberry Juice64 fl oz;58;19
37900990629;RonsonolLighter Fuel8 fl oz;29;26
12000006494;StarbucksMocha Frappuccino9.5 fl oz;41;45
15400014137;Western FamilyFrench Sliced Green Beans16 oz;11;68
78742372310;Great ValueSour Cream16 oz;65;52
78742044927;Price ChopperShredded Mozzarella Cheese16 oz;20;67
77890176818;WegmansGreek Feta Yogurt Dressing12 fl oz;60;15
44000031237;RitzSnowflake Crackers13.7 oz;11;20
21908813059;Food Should Taste GoodBlue Corn Tortilla Chips20 oz;69;70
54100011107;VlasicSweet Gherkins16 fl oz;16;82
41498142438;Specially SelectedSpiced Pumpkin Fall Harvest Salsa16 oz;75;30
41100703033;Coppertone SportBroad Spectrum Uva/Uvb Sunscreen10.64 fl oz;12;39
21131506254;Marie Callender'sCountry Fried Beef Steak And Gravy15 oz;72;86
12000001802;StarbucksCoffee Frappuccino13.7 fl oz;47;25
41735071255;Price ChopperFamily Size Homestyle White Bread1 lb 4 oz;82;14
38000016110;Kellogg'sSpecial K Original12 oz;13;51
44000033255;NabiscoDouble Stuf Oreo20 oz;45;30
40822017503;SabraRoasted Red Pepper Hummus17 oz;38;66
15300200012;Rice A RoniChicken Flavor1.9 oz;15;30
41735094506;Price ChopperCake Cups1.75 oz;31;52
7,92851E+11;GudOrange Petalooza Natural Body Lotion8 fl oz;97;36
16000425316;Chex MixTraditional40 oz;21;82
41129274637;ClassicoFour Cheese Alfredo15 oz;66;95
16000437081;Chicken HelperCrispy Cheddar Bacon Chicken7.1 oz;61;63
38000311109;Kellogg'sBrown Sugar Cinnamon Frosted Pop Tarts14 oz;66;83
41735049308;Price ChopperGrated Parmesan Cheese8 oz;92;46
51000032348;Campbell'sHomestyle New England Clam Chowder18.8 oz;24;21
52742143200;Science DietSavory Stew Dog Food12.8 oz;65;55
48121216818;Thomas'Mini Cinnamon Raisin Bagels15 oz;13;42
28400005128;Taco BellRefried Beans16 oz;30;64
7,96451E+11;OlivioCanola With 30% Olive Oil25.5 fl oz;83;87
41500000312;French'sClassic Yellow Mustard20 oz;94;32
41303004739;Essential EverydayApple Cider Vinegar16 fl oz;100;41
3,76003E+12;La CroisadeReserve Chardonnay750 ml;57;10
41498190798;PrianoRed Wine Vinegar16.9 fl oz;93;45
77890225073;WegmansSmooth Marinara Sauce24 oz;94;75
39400018841;Bush'sSeasoned Black Beans15 oz;35;35
41735011701;Price ChopperRipe Pitted Olives6 oz;14;72
25000058011;Minute MaidLemnade20 fl oz;77;12
16000441484;Nature ValleyTrail Mix Granola Bars37 oz;87;73
77890285527;WegmansFrench Fried Onions6 oz;18;41
88004010430;NikolaiVodka1 liter;23;29
11822320528;Crystal LakeSpring Water16.9 fl oz;15;97
